Airport,Nearest Airport,Distance (km),Flight Time (hours),Fuel Required (liters)
Bram Fischer International Airport,Mejametalana Airbase,119.13595056842176,0.1489199382105272,372.299845526318
Bram Fischer International Airport,Harmony Airport,124.96980432412741,0.15621225540515926,390.5306385128982
Bram Fischer International Airport,Welkom Airport,126.48565828527899,0.15810707285659872,395.26768214149683
Bram Fischer International Airport,Moshoeshoe I International Airport,128.20213950530643,0.16025267438163304,400.6316859540826
Bethlehem Airport,Harrismith Airport,75.59295916446692,0.09449119895558365,236.22799738895912
Bethlehem Airport,Ficksburg Sentraoes Airport,76.18973459149682,0.09523716823937102,238.09292059842755
Bethlehem Airport,Kroonstad Airport,119.67954058142111,0.1495994257267764,373.998564316941
Bethlehem Airport,Mejametalana Airbase,142.47759488082448,0.1780969936010306,445.2424840025765
Bethlehem Airport,Ladysmith Airport,143.3478010022943,0.17918475125286787,447.96187813216966
Hendrik Potgieter Airport,P C Pelser Airport,55.627523974058676,0.06953440496757335,173.83601241893336
Hendrik Potgieter Airport,Welkom Airport,69.89687504645582,0.08737109380806977,218.42773452017443
Hendrik Potgieter Airport,Kroonstad Airport,75.24371559427728,0.09405464449284659,235.13661123211648
Hendrik Potgieter Airport,Harmony Airport,82.13940169115365,0.10267425211394206,256.68563028485516
Hendrik Potgieter Airport,Potchefstroom Airport,89.23132473066352,0.1115391559133294,278.8478897833235
Cape Town International Airport,Ysterplaat Air Force Base,11.947485290862415,0.01493435661357802,37.335891533945045
Cape Town International Airport,Langebaanweg Airport,117.83274651531545,0.14729093314414432,368.2273328603608
Cape Town International Airport,Robertson Airport,121.54220262976433,0.15192775328720542,379.81938321801357
Cape Town International Airport,Saldanha /Vredenburg Airport,125.59762408390297,0.15699703010487873,392.4925752621968
Cape Town International Airport,Bredasdorp Airport,155.29903337888354,0.19412379172360442,485.30947930901107
Calvinia Airport,Vredendal Airport,113.20242006919318,0.14150302508649149,353.75756271622873
Calvinia Airport,Langebaanweg Airport,219.75599440504337,0.27469499300630423,686.7374825157606
Calvinia Airport,Saldanha /Vredenburg Airport,231.85570270332894,0.2898196283791612,724.549070947903
Calvinia Airport,Robertson Airport,256.92235489036256,0.3211529436129532,802.8823590323831
Calvinia Airport,Aggeneys Airport,261.0885654883174,0.32636070686039675,815.9017671509919
King Shaka International Airport,Virginia Airport,18.298566250055856,0.02287320781256982,57.18301953142455
King Shaka International Airport,Pietermaritzburg Airport,69.92898500783701,0.08741123125979627,218.52807814949068
King Shaka International Airport,Greytown Airport,75.21689880253778,0.09402112350317222,235.05280875793056
King Shaka International Airport,Richards Bay Airport,135.3453377346255,0.16918167216828187,422.9541804207047
King Shaka International Airport,Prince Mangosuthu Buthelezi Airport,146.2916881055536,0.182864610131942,457.161525329855
Ben Schoeman Airport,Bisho Airport,53.37723423471564,0.06672154279339454,166.80385698348636
Ben Schoeman Airport,Grahamstown Airport,126.9050266379225,0.15863128329740314,396.57820824350785
Ben Schoeman Airport,Queenstown Airport,152.21106166342696,0.1902638270792837,475.65956769820923
Ben Schoeman Airport,K. D. Matanzima Airport,183.4224594572235,0.22927807432152938,573.1951858038235
Ben Schoeman Airport,Port St Johns Airport,224.8852663855412,0.2811065829819265,702.7664574548162
Ermelo Airport,Majuba Power Station Airport,67.70102207000454,0.08462627758750568,211.5656939687642
Ermelo Airport,Tutuka Power Station Airport,71.01440726037045,0.08876800907546306,221.92002268865767
Ermelo Airport,Secunda Airport,80.77379523301047,0.10096724404126309,252.41811010315772
Ermelo Airport,Middelburg Airport,104.80009613816564,0.13100012017270704,327.5003004317676
Ermelo Airport,Witbank Airport,107.7211309511288,0.134651413688911,336.62853422227755
Ficksburg Sentraoes Airport,Mejametalana Airbase,66.33766046994452,0.08292207558743066,207.30518896857663
Ficksburg Sentraoes Airport,Bethlehem Airport,76.18973459149682,0.09523716823937102,238.09292059842755
Ficksburg Sentraoes Airport,Moshoeshoe I International Airport,78.87990007351762,0.09859987509189702,246.49968772974256
Ficksburg Sentraoes Airport,Mantsonyane Airport,87.53446576065198,0.10941808220081498,273.54520550203745
Ficksburg Sentraoes Airport,Harmony Airport,131.66997628378502,0.16458747035473129,411.46867588682824
Grand Central Airport,Waterkloof Air Force Base,19.183390641193775,0.02397923830149222,59.94809575373055
Grand Central Airport,Swartkop Air Force Base,19.718252614800264,0.02464781576850033,61.61953942125082
Grand Central Airport,OR Tambo International Airport,19.981104357226876,0.024976380446533594,62.440951116333984
Grand Central Airport,Lanseria Airport,22.076631249930852,0.027595789062413566,68.98947265603391
Grand Central Airport,Rand Airport,28.40612119552785,0.03550765149440981,88.76912873602453
George Airport,Oudtshoorn Airport,47.58076353665071,0.05947595442081338,148.68988605203344
George Airport,Plettenberg Bay Airport,88.17732558599401,0.11022165698249252,275.5541424562313
George Airport,Hendrik Swellengrebel Airport,175.9339944043006,0.21991749300537575,549.7937325134394
George Airport,Overberg Airport,205.21484477688864,0.2565185559711108,641.296389927777
George Airport,Bredasdorp Airport,225.3238354709026,0.2816547943386282,704.1369858465706
Graaff Reinet Airport,Gariep Dam Airport,203.7907564162187,0.25473844552027336,636.8461138006834
Graaff Reinet Airport,Grahamstown Airport,219.71008030321988,0.27463760037902485,686.5940009475621
Graaff Reinet Airport,Port Elizabeth Airport,222.61064165742346,0.2782633020717793,695.6582551794482
Graaff Reinet Airport,Queenstown Airport,223.11726226168847,0.2788965778271106,697.2414445677764
Graaff Reinet Airport,Plettenberg Bay Airport,238.64226654380835,0.2983028331797604,745.757082949401
Grahamstown Airport,Bisho Airport,84.64037672310916,0.10580047090388645,264.5011772597161
Grahamstown Airport,Port Elizabeth Airport,112.73602420841878,0.14092003026052347,352.30007565130865
Grahamstown Airport,Ben Schoeman Airport,126.9050266379225,0.15863128329740314,396.57820824350785
Grahamstown Airport,Queenstown Airport,155.5551388462476,0.19444392355780948,486.1098088945237
Grahamstown Airport,Graaff Reinet Airport,219.71008030321988,0.27463760037902485,686.5940009475621
Greytown Airport,Pietermaritzburg Airport,61.19837533618156,0.07649796917022696,191.24492292556738
Greytown Airport,King Shaka International Airport,75.21689880253778,0.09402112350317222,235.05280875793056
Greytown Airport,Virginia Airport,85.2219729729695,0.10652746621621187,266.31866554052965
Greytown Airport,Ladysmith Airport,101.27321147012738,0.12659151433765922,316.47878584414804
Greytown Airport,Prince Mangosuthu Buthelezi Airport,120.25484137421286,0.15031855171776606,375.79637929441515
Harmony Airport,Welkom Airport,21.467431884580353,0.026834289855725443,67.08572463931361
Harmony Airport,Kroonstad Airport,64.42783174808922,0.08053478968511152,201.33697421277878
Harmony Airport,Hendrik Potgieter Airport,82.13940169115365,0.10267425211394206,256.68563028485516
Harmony Airport,Bram Fischer International Airport,124.96980432412741,0.15621225540515926,390.5306385128982
Harmony Airport,New Tempe Airport,126.18870736231165,0.15773588420288956,394.3397105072239
Harrismith Airport,Ladysmith Airport,73.83425621195578,0.09229282026494472,230.7320506623618
Harrismith Airport,Bethlehem Airport,75.59295916446692,0.09449119895558365,236.22799738895912
Harrismith Airport,Newcastle Airport,99.92052199323714,0.12490065249154643,312.2516312288661
Harrismith Airport,Ficksburg Sentraoes Airport,134.08765070536919,0.16760956338171148,419.02390845427874
Harrismith Airport,Majuba Power Station Airport,144.23751072598319,0.18029688840747898,450.7422210186975
Hoedspruit Air Force Base Airport,Hendrik Van Eck Airport,48.99712167454433,0.06124640209318041,153.11600523295104
Hoedspruit Air Force Base Airport,Arathusa Safari Lodge Airport,63.518215722376056,0.07939776965297007,198.4944241324252
Hoedspruit Air Force Base Airport,Malamala Airport,70.72121252984883,0.08840151566231104,221.0037891557776
Hoedspruit Air Force Base Airport,Skukuza Airport,85.39337491479577,0.10674171864349472,266.8542966087368
Hoedspruit Air Force Base Airport,Tzaneen Airport,94.78045172462862,0.11847556465578578,296.18891163946444
Gariep Dam Airport,Aliwal North Airport,115.95594554044031,0.14494493192555039,362.362329813876
Gariep Dam Airport,Bram Fischer International Airport,179.25284987980484,0.22406606234975604,560.16515587439
Gariep Dam Airport,New Tempe Airport,180.1078496261035,0.2251348120326294,562.8370300815735
Gariep Dam Airport,Queenstown Airport,198.25080094790582,0.24781350118488227,619.5337529622057
Gariep Dam Airport,Graaff Reinet Airport,203.7907564162187,0.25473844552027336,636.8461138006834
OR Tambo International Airport,Brakpan Airport,12.344494248538984,0.01543061781067373,38.57654452668432
OR Tambo International Airport,Rand Airport,14.85844619789366,0.018573057747367075,46.43264436841769
OR Tambo International Airport,Springs Airfield,19.511808159090627,0.024389760198863283,60.97440049715821
OR Tambo International Airport,Grand Central Airport,19.981104357226876,0.024976380446533594,62.440951116333984
OR Tambo International Airport,Waterkloof Air Force Base,34.33630718074941,0.04292038397593676,107.3009599398419
P C Pelser Airport,Potchefstroom Airport,42.44275311396567,0.05305344139245709,132.63360348114273
P C Pelser Airport,Hendrik Potgieter Airport,55.627523974058676,0.06953440496757335,173.83601241893336
P C Pelser Airport,Parys Airport,78.0631940586458,0.09757899257330725,243.94748143326814
P C Pelser Airport,Lichtenburg Airport,93.60912871401267,0.11701141089251584,292.5285272312896
P C Pelser Airport,Kroonstad Airport,105.62721780728984,0.1320340222591123,330.08505564778073
Kimberley Airport,New Tempe Airport,138.1545008274678,0.17269312603433476,431.7328150858369
Kimberley Airport,Lime Acres Finsch Mine Airport,138.69753517831973,0.17337191897289966,433.42979743224913
Kimberley Airport,Bram Fischer International Airport,153.26300448737203,0.19157875560921503,478.94688902303756
Kimberley Airport,Tommys Field Airport,183.56882709949878,0.22946103387437347,573.6525846859337
Kimberley Airport,Johan Pienaar Airport,199.85420665743396,0.24981775832179245,624.5443958044812
Krugersdorp Airport,Lanseria Airport,25.499999672996843,0.03187499959124605,79.68749897811513
Krugersdorp Airport,Grand Central Airport,42.75780433432834,0.05344725541791043,133.61813854477606
Krugersdorp Airport,Rand Airport,46.13881669891624,0.057673520873645294,144.18380218411323
Krugersdorp Airport,OR Tambo International Airport,52.42155473970149,0.06552694342462687,163.81735856156718
Krugersdorp Airport,Swartkop Air Force Base,53.22591852342796,0.06653239815428495,166.33099538571238
Kroonstad Airport,Harmony Airport,64.42783174808922,0.08053478968511152,201.33697421277878
Kroonstad Airport,Welkom Airport,74.29671117748589,0.09287088897185736,232.1772224296434
Kroonstad Airport,Hendrik Potgieter Airport,75.24371559427728,0.09405464449284659,235.13661123211648
Kroonstad Airport,Parys Airport,87.46139062000681,0.10932673827500851,273.31684568752127
Kroonstad Airport,P C Pelser Airport,105.62721780728984,0.1320340222591123,330.08505564778073
Johan Pienaar Airport,Sishen Airport,45.9213362710298,0.05740167033878725,143.50417584696814
Johan Pienaar Airport,Witberg Tswalu Airport,96.12091766854303,0.12015114708567878,300.37786771419695
Johan Pienaar Airport,Tommys Field Airport,98.0862987389336,0.12260787342366701,306.5196835591675
Johan Pienaar Airport,Lime Acres Finsch Mine Airport,100.15014874166458,0.12518768592708074,312.96921481770187
Johan Pienaar Airport,Vryburg Airport,140.68731280517474,0.17585914100646843,439.6478525161711
Kleinsee Airport,Springbok Airport,81.84200826017613,0.10230251032522016,255.7562758130504
Kleinsee Airport,Alexander Bay Airport,134.9309857548455,0.16866373219355688,421.6593304838922
Kleinsee Airport,Oranjemund Airport,137.59544350721657,0.17199430438402072,429.9857609600518
Kleinsee Airport,Aggeneys Airport,172.77629666873597,0.21597037083591997,539.9259270897999
Kleinsee Airport,Vredendal Airport,257.27110369926436,0.32158887962408045,803.9721990602011
Lanseria Airport,Grand Central Airport,22.076631249930852,0.027595789062413566,68.98947265603391
Lanseria Airport,Krugersdorp Airport,25.499999672996843,0.03187499959124605,79.68749897811513
Lanseria Airport,Swartkop Air Force Base,27.838601587590922,0.03479825198448865,86.99562996122164
Lanseria Airport,Waterkloof Air Force Base,32.04385150236568,0.040054814377957104,100.13703594489276
Lanseria Airport,OR Tambo International Airport,38.9808248144698,0.04872603101808725,121.81507754521813
Lichtenburg Airport,Zeerust Airport,65.46237787963501,0.08182797234954377,204.56993087385942
Lichtenburg Airport,Mmabatho International Airport,76.22499875582211,0.09528124844477764,238.2031211119441
Lichtenburg Airport,Morningside Farm Airport,89.3885008281396,0.11173562603517449,279.3390650879362
Lichtenburg Airport,P C Pelser Airport,93.60912871401267,0.11701141089251584,292.5285272312896
Lichtenburg Airport,Potchefstroom Airport,104.99308786119636,0.13124135982649546,328.10339956623864
Makhado Air Force Base Airport,Polokwane International Airport,79.69923481305361,0.09962404351631701,249.06010879079253
Makhado Air Force Base Airport,Alldays Airport,84.61693602831143,0.10577117003538929,264.4279250884732
Makhado Air Force Base Airport,Pietersburg Municipal Airport,87.57782239976753,0.1094722779997094,273.6806949992735
Makhado Air Force Base Airport,Tzaneen Airport,97.94964731176742,0.12243705913970927,306.0926478492732
Makhado Air Force Base Airport,Limpopo Valley Airport,122.39895466539484,0.15299869333174354,382.49673332935885
Langebaanweg Airport,Saldanha /Vredenburg Airport,17.86423239431185,0.02233029049288981,55.825726232224525
Langebaanweg Airport,Ysterplaat Air Force Base,107.96883268230559,0.134961040852882,337.402602132205
Langebaanweg Airport,Cape Town International Airport,117.83274651531545,0.14729093314414432,368.2273328603608
Langebaanweg Airport,Vredendal Airport,151.64025417677755,0.18955031772097194,473.8757943024299
Langebaanweg Airport,Robertson Airport,187.1621843934428,0.2339527304918035,584.8818262295088
Ladysmith Airport,Harrismith Airport,73.83425621195578,0.09229282026494472,230.7320506623618
Ladysmith Airport,Newcastle Airport,92.61548255201939,0.11576935319002424,289.4233829750606
Ladysmith Airport,Greytown Airport,101.27321147012738,0.12659151433765922,316.47878584414804
Ladysmith Airport,Pietermaritzburg Airport,134.10488567790972,0.16763110709738716,419.0777677434679
Ladysmith Airport,Bethlehem Airport,143.3478010022943,0.17918475125286787,447.96187813216966
Middelburg Airport,Witbank Airport,29.783005115578938,0.03722875639447367,93.07189098618417
Middelburg Airport,Marble Hall Airport,78.6742541716307,0.09834281771453837,245.85704428634594
Middelburg Airport,Secunda Airport,96.83127597335827,0.12103909496669785,302.5977374167446
Middelburg Airport,Ermelo Airport,104.80009613816564,0.13100012017270704,327.5003004317676
Middelburg Airport,Tutuka Power Station Airport,121.38587817363846,0.15173234771704808,379.3308692926202
Margate Airport,Port St Johns Airport,114.18373859115637,0.14272967323894548,356.8241830973637
Margate Airport,Pietermaritzburg Airport,134.06657309785268,0.16758321637231585,418.95804093078965
Margate Airport,Virginia Airport,138.743427224571,0.17342928403071375,433.5732100767844
Margate Airport,King Shaka International Airport,156.76532640949344,0.1959566580118668,489.89164502966696
Margate Airport,K. D. Matanzima Airport,176.50351256696794,0.22062939070870993,551.5734767717748
Marble Hall Airport,Middelburg Airport,78.6742541716307,0.09834281771453837,245.85704428634594
Marble Hall Airport,Nylstroom Airfield,92.0731466489003,0.11509143331112538,287.72858327781347
Marble Hall Airport,Witbank Airport,93.85758154900417,0.1173219769362552,293.30494234063804
Marble Hall Airport,Pietersburg Municipal Airport,119.4987697291872,0.149373462161484,373.43365540371
Marble Hall Airport,Polokwane International Airport,127.93994194596058,0.15992492743245074,399.8123185811268
Majuba Power Station Airport,Tutuka Power Station Airport,55.0635049391577,0.06882938117394713,172.07345293486782
Majuba Power Station Airport,Ermelo Airport,67.70102207000454,0.08462627758750568,211.5656939687642
Majuba Power Station Airport,Newcastle Airport,79.07511172676213,0.09884388965845266,247.10972414613164
Majuba Power Station Airport,Secunda Airport,86.27590288496492,0.10784487860620615,269.6121965155154
Majuba Power Station Airport,Harrismith Airport,144.23751072598319,0.18029688840747898,450.7422210186975
Riverside Airport,Kruger Mpumalanga International Airport,47.68253772540675,0.05960317215675844,149.0079303918961
Riverside Airport,Skukuza Airport,51.97910844935727,0.06497388556169659,162.43471390424148
Riverside Airport,Nelspruit Airport,67.11526387225335,0.08389407984031669,209.73519960079173
Riverside Airport,Malamala Airport,67.86036320133009,0.08482545400166261,212.0636350041565
Riverside Airport,Arathusa Safari Lodge Airport,76.1693511588031,0.09521168894850388,238.0292223712597
Morningside Farm Airport,Rustenburg Airport,36.958525673898734,0.04619815709237342,115.49539273093355
Morningside Farm Airport,Pilanesberg International Airport,48.91669081356164,0.061145863516952045,152.8646587923801
Morningside Farm Airport,Zeerust Airport,87.80749939542957,0.10975937424428697,274.39843561071746
Morningside Farm Airport,Brits Airport,89.13556282421251,0.11141945353026564,278.54863382566407
Morningside Farm Airport,Lichtenburg Airport,89.3885008281396,0.11173562603517449,279.3390650879362
Mkuze Airport,Zulu Inyala Airport,36.01503184940294,0.045018789811753675,112.54697452938419
Mkuze Airport,Prince Mangosuthu Buthelezi Airport,98.6836714061895,0.12335458925773687,308.3864731443422
Mkuze Airport,Richards Bay Airport,123.6448978061913,0.15455612225773913,386.3903056443478
Mkuze Airport,Matsapha Airport,141.83898327226532,0.17729872909033165,443.24682272582913
Mkuze Airport,King Mswati III International Airport,144.15194387545233,0.18018992984431542,450.4748246107886
Newcastle Airport,Majuba Power Station Airport,79.07511172676213,0.09884388965845266,247.10972414613164
Newcastle Airport,Ladysmith Airport,92.61548255201939,0.11576935319002424,289.4233829750606
Newcastle Airport,Harrismith Airport,99.92052199323714,0.12490065249154643,312.2516312288661
Newcastle Airport,Tutuka Power Station Airport,126.97660611410457,0.15872075764263072,396.8018941065768
Newcastle Airport,Ermelo Airport,141.27744730884012,0.17659680913605016,441.4920228401254
Nylstroom Airfield,Marble Hall Airport,92.0731466489003,0.11509143331112538,287.72858327781347
Nylstroom Airfield,Wonderboom Airport,109.29234383369409,0.1366154297921176,341.538574480294
Nylstroom Airfield,Brits Airport,114.91071140106571,0.14363838925133213,359.09597312833034
Nylstroom Airfield,Swartkop Air Force Base,127.41257473951914,0.15926571842439893,398.16429606099734
Nylstroom Airfield,Waterkloof Air Force Base,128.51121720324647,0.1606390215040581,401.5975537601452
Overberg Airport,Bredasdorp Airport,21.123095946785117,0.026403869933481396,66.00967483370349
Overberg Airport,Hendrik Swellengrebel Airport,59.867373539111114,0.07483421692388889,187.08554230972223
Overberg Airport,Robertson Airport,88.4069871404382,0.11050873392554776,276.2718348138694
Overberg Airport,Cape Town International Airport,165.37957994696794,0.20672447493370993,516.8111873342748
Overberg Airport,Ysterplaat Air Force Base,177.03922745637325,0.22129903432046658,553.2475858011665
Oudtshoorn Airport,George Airport,47.58076353665071,0.05947595442081338,148.68988605203344
Oudtshoorn Airport,Plettenberg Bay Airport,118.21308623578894,0.14776635779473618,369.41589448684044
Oudtshoorn Airport,Hendrik Swellengrebel Airport,166.0748921513557,0.2075936151891946,518.9840379729866
Oudtshoorn Airport,Overberg Airport,207.50361057720397,0.259379513221505,648.4487830537624
Oudtshoorn Airport,Robertson Airport,213.14019314185452,0.26642524142731816,666.0631035682954
Port Elizabeth Airport,Grahamstown Airport,112.73602420841878,0.14092003026052347,352.30007565130865
Port Elizabeth Airport,Bisho Airport,196.04061272599827,0.24505076590749783,612.6269147687445
Port Elizabeth Airport,Plettenberg Bay Airport,211.6447944607434,0.26455599307592925,661.3899826898231
Port Elizabeth Airport,Graaff Reinet Airport,222.61064165742346,0.2782633020717793,695.6582551794482
Port Elizabeth Airport,Ben Schoeman Airport,230.6320640039149,0.28829008000489365,720.7252000122342
Plettenberg Bay Airport,George Airport,88.17732558599401,0.11022165698249252,275.5541424562313
Plettenberg Bay Airport,Oudtshoorn Airport,118.21308623578894,0.14776635779473618,369.41589448684044
Plettenberg Bay Airport,Port Elizabeth Airport,211.6447944607434,0.26455599307592925,661.3899826898231
Plettenberg Bay Airport,Graaff Reinet Airport,238.64226654380835,0.2983028331797604,745.757082949401
Plettenberg Bay Airport,Hendrik Swellengrebel Airport,263.4954744891663,0.32936934311145794,823.4233577786448
Hendrik Van Eck Airport,Hoedspruit Air Force Base Airport,48.99712167454433,0.06124640209318041,153.11600523295104
Hendrik Van Eck Airport,Tzaneen Airport,85.05671901523614,0.10632089876904517,265.80224692261294
Hendrik Van Eck Airport,Arathusa Safari Lodge Airport,96.83469987034718,0.12104337483793398,302.6084370948349
Hendrik Van Eck Airport,Malamala Airport,105.25816610831731,0.13157270763539664,328.9317690884916
Hendrik Van Eck Airport,Skukuza Airport,121.6035047613809,0.15200438095172614,380.01095237931537
Pietersburg Municipal Airport,Polokwane International Airport,9.329717979660563,0.011662147474575703,29.155368686439257
Pietersburg Municipal Airport,Tzaneen Airport,86.78667915296512,0.1084833489412064,271.208372353016
Pietersburg Municipal Airport,Makhado Air Force Base Airport,87.57782239976753,0.1094722779997094,273.6806949992735
Pietersburg Municipal Airport,Marble Hall Airport,119.4987697291872,0.149373462161484,373.43365540371
Pietersburg Municipal Airport,Nylstroom Airfield,135.7772312985854,0.16972153912323176,424.3038478080794
Port St Johns Airport,K. D. Matanzima Airport,80.61953638201956,0.10077442047752445,251.93605119381112
Port St Johns Airport,Margate Airport,114.18373859115637,0.14272967323894548,356.8241830973637
Port St Johns Airport,Ben Schoeman Airport,224.8852663855412,0.2811065829819265,702.7664574548162
Port St Johns Airport,Pietermaritzburg Airport,232.73439710058514,0.2909179963757314,727.2949909393285
Port St Johns Airport,Virginia Airport,251.25235333747577,0.3140654416718447,785.1636041796118
Pietermaritzburg Airport,Greytown Airport,61.19837533618156,0.07649796917022696,191.24492292556738
Pietermaritzburg Airport,Virginia Airport,65.24364657114874,0.08155455821393592,203.8863955348398
Pietermaritzburg Airport,King Shaka International Airport,69.92898500783701,0.08741123125979627,218.52807814949068
Pietermaritzburg Airport,Margate Airport,134.06657309785268,0.16758321637231585,418.95804093078965
Pietermaritzburg Airport,Ladysmith Airport,134.10488567790972,0.16763110709738716,419.0777677434679
Pilanesberg International Airport,Rustenburg Airport,35.772553098015,0.044715691372518754,111.78922843129689
Pilanesberg International Airport,Morningside Farm Airport,48.91669081356164,0.061145863516952045,152.8646587923801
Pilanesberg International Airport,Brits Airport,64.47325887165441,0.080591573589568,201.47893397392002
Pilanesberg International Airport,Krugersdorp Airport,99.61858162726028,0.12452322703407535,311.3080675851884
Pilanesberg International Airport,Lanseria Airport,101.00144185374256,0.1262518023171782,315.6295057929455
Polokwane International Airport,Pietersburg Municipal Airport,9.329717979660563,0.011662147474575703,29.155368686439257
Polokwane International Airport,Makhado Air Force Base Airport,79.69923481305361,0.09962404351631701,249.06010879079253
Polokwane International Airport,Tzaneen Airport,88.73640696522799,0.11092050870653498,277.30127176633744
Polokwane International Airport,Marble Hall Airport,127.93994194596058,0.15992492743245074,399.8123185811268
Polokwane International Airport,Alldays Airport,135.5876754812917,0.16948459435161464,423.7114858790366
Potchefstroom Airport,P C Pelser Airport,42.44275311396567,0.05305344139245709,132.63360348114273
Potchefstroom Airport,Parys Airport,48.39504183240545,0.060493802290506805,151.234505726267
Potchefstroom Airport,Vereeniging Airport,88.29120370638873,0.11036400463298592,275.9100115824648
Potchefstroom Airport,Hendrik Potgieter Airport,89.23132473066352,0.1115391559133294,278.8478897833235
Potchefstroom Airport,Krugersdorp Airport,91.68528413982096,0.11460660517477621,286.5165129369405
Parys Airport,Potchefstroom Airport,48.39504183240545,0.060493802290506805,151.234505726267
Parys Airport,Vereeniging Airport,57.88737119075196,0.07235921398843996,180.8980349710999
Parys Airport,P C Pelser Airport,78.0631940586458,0.09757899257330725,243.94748143326814
Parys Airport,Kroonstad Airport,87.46139062000681,0.10932673827500851,273.31684568752127
Parys Airport,Krugersdorp Airport,92.28159326524256,0.11535199158155321,288.37997895388304
Queenstown Airport,Bisho Airport,114.5854829727942,0.14323185371599276,358.07963428998187
Queenstown Airport,Aliwal North Airport,138.26804754936816,0.1728350594367102,432.0876485917755
Queenstown Airport,Ben Schoeman Airport,152.21106166342696,0.1902638270792837,475.65956769820923
Queenstown Airport,Grahamstown Airport,155.5551388462476,0.19444392355780948,486.1098088945237
Queenstown Airport,K. D. Matanzima Airport,174.7256259752226,0.21840703246902826,546.0175811725707
Richards Bay Airport,Prince Mangosuthu Buthelezi Airport,80.8902305973173,0.10111278824664663,252.78197061661658
Richards Bay Airport,Zulu Inyala Airport,101.08996544695152,0.1263624568086894,315.9061420217235
Richards Bay Airport,Mkuze Airport,123.6448978061913,0.15455612225773913,386.3903056443478
Richards Bay Airport,King Shaka International Airport,135.3453377346255,0.16918167216828187,422.9541804207047
Richards Bay Airport,Virginia Airport,152.04576199787667,0.19005720249734584,475.1430062433646
Rustenburg Airport,Pilanesberg International Airport,35.772553098015,0.044715691372518754,111.78922843129689
Rustenburg Airport,Morningside Farm Airport,36.958525673898734,0.04619815709237342,115.49539273093355
Rustenburg Airport,Brits Airport,52.21003590750725,0.06526254488438406,163.15636221096014
Rustenburg Airport,Krugersdorp Airport,66.46064792815527,0.08307580991019409,207.6895247754852
Rustenburg Airport,Lanseria Airport,73.33331984562328,0.0916666498070291,229.16662451757276
Robertson Airport,Hendrik Swellengrebel Airport,58.994495630058445,0.07374311953757305,184.35779884393264
Robertson Airport,Overberg Airport,88.4069871404382,0.11050873392554776,276.2718348138694
Robertson Airport,Bredasdorp Airport,95.73990270363322,0.11967487837954152,299.1871959488538
Robertson Airport,Cape Town International Airport,121.54220262976433,0.15192775328720542,379.81938321801357
Robertson Airport,Ysterplaat Air Force Base,130.3375620153324,0.1629219525191655,407.30488129791377
Springbok Airport,Kleinsee Airport,81.84200826017613,0.10230251032522016,255.7562758130504
Springbok Airport,Aggeneys Airport,96.0699252651834,0.12008740658147925,300.2185164536981
Springbok Airport,Alexander Bay Airport,184.3406369757551,0.2304257962196939,576.0644905492347
Springbok Airport,Oranjemund Airport,189.9806475778853,0.2374758094723566,593.6895236808915
Springbok Airport,Vredendal Airport,224.0101675162231,0.2800127093952789,700.0317734881972
Secunda Airport,Tutuka Power Station Airport,32.63111079412135,0.040788888492651686,101.97222123162922
Secunda Airport,Witbank Airport,76.67619972658768,0.0958452496582346,239.6131241455865
Secunda Airport,Ermelo Airport,80.77379523301047,0.10096724404126309,252.41811010315772
Secunda Airport,Springs Airfield,82.81396402604835,0.10351745503256043,258.7936375814011
Secunda Airport,Majuba Power Station Airport,86.27590288496492,0.10784487860620615,269.6121965155154
Saldanha /Vredenburg Airport,Langebaanweg Airport,17.86423239431185,0.02233029049288981,55.825726232224525
Saldanha /Vredenburg Airport,Ysterplaat Air Force Base,114.88939695251896,0.1436117461906487,359.02936547662176
Saldanha /Vredenburg Airport,Cape Town International Airport,125.59762408390297,0.15699703010487873,392.4925752621968
Saldanha /Vredenburg Airport,Vredendal Airport,156.41179178716146,0.19551473973395184,488.7868493348796
Saldanha /Vredenburg Airport,Robertson Airport,202.99865808656958,0.25374832260821195,634.3708065205299
Springs Airfield,Brakpan Airport,9.712491620177607,0.01214061452522201,30.35153631305502
Springs Airfield,OR Tambo International Airport,19.511808159090627,0.024389760198863283,60.97440049715821
Springs Airfield,Rand Airport,24.696401001015506,0.030870501251269382,77.17625312817346
Springs Airfield,Grand Central Airport,38.941162680805085,0.04867645335100636,121.6911333775159
Springs Airfield,Waterkloof Air Force Base,49.683516618411296,0.06210439577301412,155.2609894325353
Swartkop Air Force Base,Waterkloof Air Force Base,6.225945639911842,0.007782432049889803,19.456080124724508
Swartkop Air Force Base,Wonderboom Airport,18.266824553024477,0.022833530691280596,57.083826728201494
Swartkop Air Force Base,Grand Central Airport,19.718252614800264,0.02464781576850033,61.61953942125082
Swartkop Air Force Base,Lanseria Airport,27.838601587590922,0.03479825198448865,86.99562996122164
Swartkop Air Force Base,OR Tambo International Airport,37.403516162099486,0.04675439520262436,116.8859880065609
Sishen Airport,Johan Pienaar Airport,45.9213362710298,0.05740167033878725,143.50417584696814
Sishen Airport,Tommys Field Airport,67.7572910475768,0.084696613809471,211.74153452367747
Sishen Airport,Witberg Tswalu Airport,70.94713315578844,0.08868391644473554,221.70979111183885
Sishen Airport,Lime Acres Finsch Mine Airport,89.93452672284009,0.11241815840355011,281.0453960088753
